instance densityA densityB
mcs30_b09_s50_AB01 0.178776 0.179592
mcs30_b09_s50_AB02 0.180408 0.179592
mcs30_b09_s50_AB03 0.180408 0.177143
mcs30_b09_s50_AB04 0.177959 0.177959
mcs30_b09_s50_AB05 0.173878 0.181224
mcs30_b09_s50_AB06 0.179592 0.180408
mcs30_b09_s50_AB07 0.177143 0.173061
mcs30_b09_s50_AB08 0.180408 0.177959
mcs30_b09_s50_AB09 0.178776 0.180408
mcs30_b09m_s35_AB00 0.240336 0.245378
mcs30_b09m_s35_AB01 0.248739 0.245378
mcs30_b09m_s35_AB02 0.248739 0.243697
mcs30_b09m_s35_AB03 0.245378 0.245378
mcs30_b09m_s35_AB04 0.240336 0.240336
mcs30_b09m_s35_AB05 0.242017 0.243697
mcs30_b09m_s35_AB06 0.238655 0.248739
mcs30_b09m_s35_AB07 0.242017 0.243697
mcs30_b09m_s35_AB08 0.238655 0.238655
mcs30_b09m_s35_AB09 0.243697 0.231933
mcs30_b09m_s40_AB00 0.220513 0.214103
mcs30_b09m_s40_AB01 0.217949 0.215385
mcs30_b09m_s40_AB02 0.219231 0.214103
mcs30_b09m_s40_AB03 0.215385 0.217949
mcs30_b09m_s40_AB04 0.219231 0.223077
mcs30_b09m_s40_AB05 0.214103 0.217949
mcs30_b09m_s40_AB06 0.219231 0.224359
mcs30_b09m_s40_AB07 0.215385 0.220513
mcs30_b09m_s40_AB08 0.220513 0.216667
mcs30_b09m_s40_AB09 0.216667 0.217949
mcs30_b09m_s50_AB00 0.176327 0.174694
mcs30_b09m_s50_AB01 0.174694 0.17551
mcs30_b09m_s50_AB02 0.17551 0.173878
mcs30_b09m_s50_AB03 0.171429 0.173878
mcs30_b09m_s50_AB04 0.178776 0.174694
mcs30_b09m_s50_AB05 0.173878 0.177143
mcs30_b09m_s50_AB06 0.171429 0.17551
mcs30_b09m_s50_AB07 0.173061 0.173878
mcs30_b09m_s50_AB08 0.177143 0.17551
mcs30_b09m_s50_AB09 0.173878 0.176327
mcs30_m2D_s30_AB00 0.110345 0.110345
mcs30_m2D_s30_AB01 0.108046 0.110345
mcs30_m2D_s30_AB02 0.110345 0.112644
mcs30_m2D_s30_AB03 0.112644 0.110345
mcs30_m2D_s30_AB04 0.112644 0.112644
mcs30_m2D_s30_AB05 0.112644 0.112644
mcs30_m2D_s30_AB06 0.112644 0.112644
mcs30_m2D_s30_AB07 0.110345 0.112644
mcs30_m2D_s30_AB08 0.112644 0.112644
mcs30_m2D_s30_AB09 0.112644 0.112644
mcs30_m2D_s50_AB00 0.0693878 0.0677551
mcs30_m2D_s50_AB01 0.0685714 0.0693878
mcs30_m2D_s50_AB02 0.0693878 0.0693878
mcs30_m2D_s50_AB03 0.0693878 0.0685714
mcs30_m2D_s50_AB04 0.0693878 0.0693878
mcs30_m2D_s50_AB05 0.0693878 0.0677551
mcs30_m2D_s50_AB06 0.0693878 0.0693878
mcs30_m2D_s50_AB07 0.0677551 0.0685714
mcs30_m2D_s50_AB08 0.0693878 0.0693878
mcs30_m2D_s50_AB09 0.0693878 0.0685714
mcs30_m2Dr2_s30_AB00 0.124138 0.124138
mcs30_m2Dr2_s30_AB01 0.121839 0.124138
mcs30_m2Dr2_s30_AB02 0.121839 0.11954
mcs30_m2Dr2_s30_AB03 0.124138 0.121839
mcs30_m2Dr2_s30_AB04 0.124138 0.124138
mcs30_m2Dr2_s30_AB05 0.124138 0.121839
mcs30_m2Dr2_s30_AB06 0.121839 0.124138
mcs30_m2Dr2_s30_AB07 0.121839 0.126437
mcs30_m2Dr2_s30_AB08 0.126437 0.124138
mcs30_m2Dr2_s30_AB09 0.124138 0.11954
mcs30_m2Dr2_s50_AB00 0.0767347 0.0759184
mcs30_m2Dr2_s50_AB01 0.0767347 0.0767347
mcs30_m2Dr2_s50_AB02 0.077551 0.077551
mcs30_m2Dr2_s50_AB03 0.0767347 0.0759184
mcs30_m2Dr2_s50_AB04 0.0759184 0.0767347
mcs30_m2Dr2_s50_AB05 0.0767347 0.0759184
mcs30_m2Dr2_s50_AB06 0.0767347 0.0742857
mcs30_m2Dr2_s50_AB07 0.0767347 0.0759184
mcs30_m2Dr2_s50_AB08 0.0759184 0.075102
mcs30_m2Dr2_s50_AB09 0.0767347 0.0767347
mcs30_m2Dr4_s30_AB00 0.135632 0.133333
mcs30_m2Dr4_s30_AB01 0.131034 0.131034
mcs30_m2Dr4_s30_AB02 0.133333 0.133333
mcs30_m2Dr4_s30_AB03 0.133333 0.135632
mcs30_m2Dr4_s30_AB04 0.14023 0.137931
mcs30_m2Dr4_s30_AB05 0.137931 0.133333
mcs30_m2Dr4_s30_AB06 0.137931 0.14023
mcs30_m2Dr4_s30_AB07 0.14023 0.137931
mcs30_m2Dr4_s30_AB08 0.14023 0.137931
mcs30_m2Dr4_s30_AB09 0.133333 0.133333
mcs30_m2Dr4_s50_AB00 0.0832653 0.0840816
mcs30_m2Dr4_s50_AB01 0.0857143 0.084898
mcs30_m2Dr4_s50_AB02 0.084898 0.0832653
mcs30_m2Dr4_s50_AB03 0.0832653 0.084898
mcs30_m2Dr4_s50_AB04 0.084898 0.0832653
mcs30_m2Dr4_s50_AB05 0.082449 0.0816327
mcs30_m2Dr4_s50_AB06 0.0832653 0.0816327
mcs30_m2Dr4_s50_AB07 0.0840816 0.0832653
mcs30_m2Dr4_s50_AB08 0.084898 0.084898
mcs30_m2Dr4_s50_AB09 0.0857143 0.0816327
mcs30_m2Dr6_s30_AB00 0.149425 0.144828
mcs30_m2Dr6_s30_AB01 0.144828 0.147126
mcs30_m2Dr6_s30_AB02 0.147126 0.147126
mcs30_m2Dr6_s30_AB03 0.149425 0.144828
mcs30_m2Dr6_s30_AB04 0.151724 0.147126
mcs30_m2Dr6_s30_AB05 0.151724 0.144828
mcs30_m2Dr6_s30_AB06 0.151724 0.144828
mcs30_m2Dr6_s30_AB07 0.151724 0.142529
mcs30_m2Dr6_s30_AB08 0.151724 0.151724
mcs30_m2Dr6_s30_AB09 0.151724 0.149425
mcs30_m2Dr6_s50_AB00 0.0930612 0.0897959
mcs30_m2Dr6_s50_AB01 0.0914286 0.0897959
mcs30_m2Dr6_s50_AB02 0.0930612 0.0914286
mcs30_m2Dr6_s50_AB03 0.0914286 0.0914286
mcs30_m2Dr6_s50_AB04 0.0930612 0.0930612
mcs30_m2Dr6_s50_AB05 0.0922449 0.0906122
mcs30_m2Dr6_s50_AB06 0.0922449 0.0914286
mcs30_m2Dr6_s50_AB07 0.0930612 0.0906122
mcs30_m2Dr6_s50_AB08 0.0922449 0.0914286
mcs30_m2Dr6_s50_AB09 0.0906122 0.0889796
mcs30_m3D_s25_AB00 0.163333 0.163333
mcs30_m3D_s25_AB01 0.16 0.156667
mcs30_m3D_s25_AB02 0.156667 0.16
mcs30_m3D_s25_AB03 0.16 0.156667
mcs30_m3D_s25_AB04 0.156667 0.16
mcs30_m3D_s25_AB05 0.16 0.16
mcs30_m3D_s25_AB06 0.16 0.16
mcs30_m3D_s25_AB07 0.163333 0.163333
mcs30_m3D_s25_AB08 0.153333 0.156667
mcs30_m3D_s25_AB09 0.163333 0.156667
mcs30_m3D_s30_AB00 0.137931 0.14023
mcs30_m3D_s30_AB01 0.137931 0.135632
mcs30_m3D_s30_AB02 0.135632 0.135632
mcs30_m3D_s30_AB03 0.137931 0.135632
mcs30_m3D_s30_AB04 0.135632 0.135632
mcs30_m3D_s30_AB05 0.14023 0.137931
mcs30_m3D_s30_AB06 0.14023 0.135632
mcs30_m3D_s30_AB07 0.14023 0.14023
mcs30_m3D_s30_AB08 0.135632 0.14023
mcs30_m3D_s30_AB09 0.135632 0.137931
mcs30_m3D_s40_AB00 0.105128 0.101282
mcs30_m3D_s40_AB01 0.10641 0.105128
mcs30_m3D_s40_AB02 0.10641 0.103846
mcs30_m3D_s40_AB03 0.10641 0.10641
mcs30_m3D_s40_AB04 0.102564 0.10641
mcs30_m3D_s40_AB05 0.107692 0.107692
mcs30_m3D_s40_AB06 0.103846 0.103846
mcs30_m3D_s40_AB07 0.103846 0.103846
mcs30_m3D_s40_AB08 0.10641 0.103846
mcs30_m3D_s40_AB09 0.10641 0.107692
mcs30_m3Dr2_s25_AB00 0.173333 0.173333
mcs30_m3Dr2_s25_AB01 0.18 0.176667
mcs30_m3Dr2_s25_AB02 0.176667 0.173333
mcs30_m3Dr2_s25_AB03 0.173333 0.17
mcs30_m3Dr2_s25_AB04 0.17 0.17
mcs30_m3Dr2_s25_AB05 0.176667 0.173333
mcs30_m3Dr2_s25_AB06 0.18 0.17
mcs30_m3Dr2_s25_AB07 0.176667 0.17
mcs30_m3Dr2_s25_AB08 0.18 0.173333
mcs30_m3Dr2_s25_AB09 0.173333 0.176667
mcs30_m3Dr2_s30_AB00 0.154023 0.149425
mcs30_m3Dr2_s30_AB01 0.149425 0.149425
mcs30_m3Dr2_s30_AB02 0.149425 0.149425
mcs30_m3Dr2_s30_AB03 0.151724 0.154023
mcs30_m3Dr2_s30_AB04 0.149425 0.151724
mcs30_m3Dr2_s30_AB05 0.154023 0.147126
mcs30_m3Dr2_s30_AB06 0.151724 0.144828
mcs30_m3Dr2_s30_AB07 0.151724 0.144828
mcs30_m3Dr2_s30_AB08 0.149425 0.147126
mcs30_m3Dr2_s30_AB09 0.151724 0.149425
mcs30_m3Dr2_s40_AB00 0.114103 0.115385
mcs30_m3Dr2_s40_AB01 0.116667 0.114103
mcs30_m3Dr2_s40_AB02 0.114103 0.115385
mcs30_m3Dr2_s40_AB03 0.116667 0.115385
mcs30_m3Dr2_s40_AB04 0.116667 0.112821
mcs30_m3Dr2_s40_AB05 0.117949 0.115385
mcs30_m3Dr2_s40_AB06 0.115385 0.116667
mcs30_m3Dr2_s40_AB07 0.115385 0.114103
mcs30_m3Dr2_s40_AB08 0.115385 0.114103
mcs30_m3Dr2_s40_AB09 0.116667 0.115385
mcs30_m3Dr4_s25_AB00 0.19 0.186667
mcs30_m3Dr4_s25_AB01 0.19 0.19
mcs30_m3Dr4_s25_AB02 0.193333 0.196667
mcs30_m3Dr4_s25_AB03 0.186667 0.183333
mcs30_m3Dr4_s25_AB04 0.18 0.176667
mcs30_m3Dr4_s25_AB05 0.196667 0.196667
mcs30_m3Dr4_s25_AB06 0.186667 0.18
mcs30_m3Dr4_s25_AB07 0.19 0.186667
mcs30_m3Dr4_s25_AB08 0.193333 0.19
mcs30_m3Dr4_s25_AB09 0.186667 0.183333
mcs30_m3Dr4_s30_AB00 0.16092 0.16092
mcs30_m3Dr4_s30_AB01 0.163218 0.158621
mcs30_m3Dr4_s30_AB02 0.156322 0.16092
mcs30_m3Dr4_s30_AB03 0.165517 0.165517
mcs30_m3Dr4_s30_AB04 0.158621 0.16092
mcs30_m3Dr4_s30_AB05 0.163218 0.154023
mcs30_m3Dr4_s30_AB06 0.165517 0.156322
mcs30_m3Dr4_s30_AB07 0.158621 0.156322
mcs30_m3Dr4_s30_AB08 0.165517 0.163218
mcs30_m3Dr4_s30_AB09 0.165517 0.16092
mcs30_m3Dr4_s40_AB00 0.126923 0.121795
mcs30_m3Dr4_s40_AB01 0.125641 0.125641
mcs30_m3Dr4_s40_AB02 0.123077 0.124359
mcs30_m3Dr4_s40_AB03 0.126923 0.123077
mcs30_m3Dr4_s40_AB04 0.125641 0.124359
mcs30_m3Dr4_s40_AB05 0.126923 0.126923
mcs30_m3Dr4_s40_AB06 0.125641 0.123077
mcs30_m3Dr4_s40_AB07 0.126923 0.125641
mcs30_m3Dr4_s40_AB08 0.124359 0.119231
mcs30_m3Dr4_s40_AB09 0.123077 0.123077
mcs30_m3Dr6_s25_AB00 0.206667 0.196667
mcs30_m3Dr6_s25_AB01 0.2 0.206667
mcs30_m3Dr6_s25_AB02 0.206667 0.2
mcs30_m3Dr6_s25_AB03 0.206667 0.203333
mcs30_m3Dr6_s25_AB04 0.21 0.21
mcs30_m3Dr6_s25_AB05 0.206667 0.2
mcs30_m3Dr6_s25_AB06 0.206667 0.21
mcs30_m3Dr6_s25_AB07 0.206667 0.206667
mcs30_m3Dr6_s25_AB08 0.2 0.196667
mcs30_m3Dr6_s25_AB09 0.193333 0.203333
mcs30_m3Dr6_s30_AB00 0.174713 0.172414
mcs30_m3Dr6_s30_AB01 0.172414 0.170115
mcs30_m3Dr6_s30_AB02 0.17931 0.172414
mcs30_m3Dr6_s30_AB03 0.172414 0.167816
mcs30_m3Dr6_s30_AB04 0.174713 0.170115
mcs30_m3Dr6_s30_AB05 0.170115 0.172414
mcs30_m3Dr6_s30_AB06 0.177011 0.177011
mcs30_m3Dr6_s30_AB07 0.174713 0.170115
mcs30_m3Dr6_s30_AB08 0.17931 0.174713
mcs30_m3Dr6_s30_AB09 0.170115 0.165517
mcs30_m3Dr6_s40_AB00 0.135897 0.133333
mcs30_m3Dr6_s40_AB01 0.135897 0.135897
mcs30_m3Dr6_s40_AB02 0.137179 0.137179
mcs30_m3Dr6_s40_AB03 0.134615 0.133333
mcs30_m3Dr6_s40_AB04 0.134615 0.132051
mcs30_m3Dr6_s40_AB05 0.134615 0.128205
mcs30_m3Dr6_s40_AB06 0.133333 0.129487
mcs30_m3Dr6_s40_AB07 0.135897 0.135897
mcs30_m3Dr6_s40_AB08 0.133333 0.134615
mcs30_m3Dr6_s40_AB09 0.134615 0.129487
mcs30_m4D_s50_AB00 0.0710204 0.0710204
mcs30_m4D_s50_AB01 0.0710204 0.0710204
mcs30_m4D_s50_AB02 0.0710204 0.0710204
mcs30_m4D_s50_AB03 0.0693878 0.0710204
mcs30_m4D_s50_AB04 0.0710204 0.0702041
mcs30_m4D_s50_AB05 0.0710204 0.0710204
mcs30_m4D_s50_AB06 0.0702041 0.0710204
mcs30_m4D_s50_AB07 0.0702041 0.0710204
mcs30_m4D_s50_AB08 0.0702041 0.0702041
mcs30_m4D_s50_AB09 0.0710204 0.0710204
mcs30_m4Dr2_s50_AB00 0.0783673 0.0783673
mcs30_m4Dr2_s50_AB01 0.0791837 0.0783673
mcs30_m4Dr2_s50_AB02 0.0767347 0.0783673
mcs30_m4Dr2_s50_AB03 0.0783673 0.0783673
mcs30_m4Dr2_s50_AB04 0.077551 0.077551
mcs30_m4Dr2_s50_AB05 0.0783673 0.0791837
mcs30_m4Dr2_s50_AB06 0.0783673 0.077551
mcs30_m4Dr2_s50_AB07 0.0783673 0.077551
mcs30_m4Dr2_s50_AB08 0.0783673 0.0783673
mcs30_m4Dr2_s50_AB09 0.0783673 0.077551
mcs30_m4Dr4_s50_AB00 0.0840816 0.084898
mcs30_m4Dr4_s50_AB01 0.0873469 0.0857143
mcs30_m4Dr4_s50_AB02 0.0865306 0.0857143
mcs30_m4Dr4_s50_AB03 0.0857143 0.084898
mcs30_m4Dr4_s50_AB04 0.084898 0.0857143
mcs30_m4Dr4_s50_AB05 0.084898 0.0840816
mcs30_m4Dr4_s50_AB06 0.0873469 0.084898
mcs30_m4Dr4_s50_AB07 0.0865306 0.0857143
mcs30_m4Dr4_s50_AB08 0.0857143 0.0832653
mcs30_m4Dr4_s50_AB09 0.0857143 0.0865306
mcs30_m4Dr6_s50_AB00 0.0922449 0.0930612
mcs30_m4Dr6_s50_AB01 0.0922449 0.0897959
mcs30_m4Dr6_s50_AB02 0.0955102 0.0938776
mcs30_m4Dr6_s50_AB03 0.0930612 0.0914286
mcs30_m4Dr6_s50_AB04 0.0930612 0.0930612
mcs30_m4Dr6_s50_AB05 0.0897959 0.0914286
mcs30_m4Dr6_s50_AB06 0.0922449 0.0922449
mcs30_m4Dr6_s50_AB07 0.0946939 0.0938776
mcs30_m4Dr6_s50_AB08 0.0914286 0.0914286
mcs30_m4Dr6_s50_AB09 0.0946939 0.0922449
mcs30_r005_s20_AB00 0.121053 0.121053
mcs30_r005_s20_AB01 0.121053 0.121053
mcs30_r005_s20_AB02 0.121053 0.121053
mcs30_r005_s20_AB03 0.115789 0.121053
mcs30_r005_s20_AB04 0.115789 0.121053
mcs30_r005_s20_AB05 0.121053 0.121053
mcs30_r005_s20_AB06 0.121053 0.115789
mcs30_r005_s20_AB07 0.121053 0.121053
mcs30_r005_s20_AB08 0.121053 0.121053
mcs30_r005_s20_AB09 0.121053 0.121053
mcs30_r005_s25_AB00 0.11 0.11
mcs30_r005_s25_AB01 0.113333 0.113333
mcs30_r005_s25_AB02 0.113333 0.106667
mcs30_r005_s25_AB03 0.113333 0.113333
mcs30_r005_s25_AB04 0.11 0.113333
mcs30_r005_s25_AB05 0.113333 0.113333
mcs30_r005_s25_AB06 0.106667 0.113333
mcs30_r005_s25_AB07 0.11 0.11
mcs30_r005_s25_AB08 0.11 0.113333
mcs30_r005_s25_AB09 0.113333 0.113333
mcs30_r005_s30_AB00 0.108046 0.110345
mcs30_r005_s30_AB01 0.110345 0.108046
mcs30_r005_s30_AB02 0.108046 0.108046
mcs30_r005_s30_AB03 0.110345 0.108046
mcs30_r005_s30_AB04 0.110345 0.105747
mcs30_r005_s30_AB05 0.110345 0.108046
mcs30_r005_s30_AB06 0.105747 0.105747
mcs30_r005_s30_AB07 0.105747 0.110345
mcs30_r005_s30_AB08 0.108046 0.110345
mcs30_r005_s30_AB09 0.108046 0.110345
mcs30_r005_s35_AB00 0.104202 0.104202
mcs30_r005_s35_AB01 0.105882 0.107563
mcs30_r005_s35_AB02 0.104202 0.102521
mcs30_r005_s35_AB03 0.107563 0.104202
mcs30_r005_s35_AB04 0.102521 0.104202
mcs30_r005_s35_AB05 0.104202 0.104202
mcs30_r005_s35_AB06 0.104202 0.105882
mcs30_r005_s35_AB07 0.104202 0.104202
mcs30_r005_s35_AB08 0.107563 0.104202
mcs30_r005_s35_AB09 0.105882 0.105882
mcs30_r005_s40_AB00 0.103846 0.105128
mcs30_r005_s40_AB01 0.103846 0.103846
mcs30_r005_s40_AB02 0.105128 0.102564
mcs30_r005_s40_AB03 0.105128 0.103846
mcs30_r005_s40_AB04 0.10641 0.105128
mcs30_r005_s40_AB05 0.105128 0.102564
mcs30_r005_s40_AB06 0.105128 0.105128
mcs30_r005_s40_AB07 0.105128 0.10641
mcs30_r005_s40_AB08 0.10641 0.105128
mcs30_r005_s40_AB09 0.103846 0.105128
mcs30_r005_s50_AB00 0.102041 0.101224
mcs30_r005_s50_AB01 0.102041 0.102857
mcs30_r005_s50_AB02 0.102041 0.101224
mcs30_r005_s50_AB03 0.0995918 0.100408
mcs30_r005_s50_AB04 0.102041 0.102857
mcs30_r005_s50_AB05 0.100408 0.100408
mcs30_r005_s50_AB06 0.100408 0.100408
mcs30_r005_s50_AB07 0.100408 0.102041
mcs30_r005_s50_AB08 0.0987755 0.0995918
mcs30_r005_s50_AB09 0.0995918 0.100408
mcs30_r01_s10_AB00 0.244444 0.244444
mcs30_r01_s10_AB01 0.244444 0.244444
mcs30_r01_s10_AB02 0.244444 0.222222
mcs30_r01_s10_AB03 0.244444 0.222222
mcs30_r01_s10_AB04 0.222222 0.244444
mcs30_r01_s10_AB05 0.244444 0.244444
mcs30_r01_s10_AB06 0.244444 0.244444
mcs30_r01_s10_AB07 0.222222 0.244444
mcs30_r01_s10_AB08 0.244444 0.244444
mcs30_r01_s10_AB09 0.244444 0.244444
mcs30_r01_s15_AB00 0.219048 0.219048
mcs30_r01_s15_AB01 0.209524 0.209524
mcs30_r01_s15_AB02 0.209524 0.219048
mcs30_r01_s15_AB03 0.219048 0.209524
mcs30_r01_s15_AB04 0.219048 0.219048
mcs30_r01_s15_AB05 0.209524 0.209524
mcs30_r01_s15_AB06 0.219048 0.209524
mcs30_r01_s15_AB07 0.190476 0.209524
mcs30_r01_s15_AB08 0.219048 0.219048
mcs30_r01_s15_AB09 0.219048 0.219048
mcs30_r01_s20_AB00 0.205263 0.210526
mcs30_r01_s20_AB01 0.2 0.205263
mcs30_r01_s20_AB02 0.2 0.205263
mcs30_r01_s20_AB03 0.2 0.2
mcs30_r01_s20_AB04 0.210526 0.2
mcs30_r01_s20_AB05 0.210526 0.210526
mcs30_r01_s20_AB06 0.210526 0.205263
mcs30_r01_s20_AB07 0.194737 0.205263
mcs30_r01_s20_AB08 0.205263 0.205263
mcs30_r01_s20_AB09 0.210526 0.2
mcs30_r01_s25_AB00 0.2 0.196667
mcs30_r01_s25_AB01 0.203333 0.2
mcs30_r01_s25_AB02 0.2 0.19
mcs30_r01_s25_AB03 0.203333 0.203333
mcs30_r01_s25_AB04 0.196667 0.196667
mcs30_r01_s25_AB05 0.196667 0.193333
mcs30_r01_s25_AB06 0.196667 0.2
mcs30_r01_s25_AB07 0.186667 0.193333
mcs30_r01_s25_AB08 0.196667 0.206667
mcs30_r01_s25_AB09 0.196667 0.196667
mcs30_r01_s30_AB00 0.197701 0.188506
mcs30_r01_s30_AB01 0.195402 0.193103
mcs30_r01_s30_AB02 0.190805 0.190805
mcs30_r01_s30_AB03 0.2 0.197701
mcs30_r01_s30_AB04 0.193103 0.183908
mcs30_r01_s30_AB05 0.193103 0.195402
mcs30_r01_s30_AB06 0.188506 0.2
mcs30_r01_s30_AB07 0.188506 0.195402
mcs30_r01_s30_AB08 0.195402 0.190805
mcs30_r01_s30_AB09 0.190805 0.188506
mcs30_r01_s35_AB00 0.194958 0.188235
mcs30_r01_s35_AB01 0.189916 0.184874
mcs30_r01_s35_AB02 0.189916 0.184874
mcs30_r01_s35_AB03 0.189916 0.191597
mcs30_r01_s35_AB04 0.193277 0.189916
mcs30_r01_s35_AB05 0.194958 0.193277
mcs30_r01_s35_AB06 0.188235 0.194958
mcs30_r01_s35_AB07 0.194958 0.188235
mcs30_r01_s35_AB08 0.179832 0.191597
mcs30_r01_s35_AB09 0.188235 0.189916
mcs30_r01_s40_AB00 0.187179 0.192308
mcs30_r01_s40_AB01 0.192308 0.189744
mcs30_r01_s40_AB02 0.191026 0.187179
mcs30_r01_s40_AB03 0.188462 0.196154
mcs30_r01_s40_AB04 0.192308 0.191026
mcs30_r01_s40_AB05 0.182051 0.191026
mcs30_r01_s40_AB06 0.196154 0.192308
mcs30_r01_s40_AB07 0.192308 0.188462
mcs30_r01_s40_AB08 0.191026 0.192308
mcs30_r01_s40_AB09 0.192308 0.191026
mcs30_r01_s50_AB00 0.192653 0.189388
mcs30_r01_s50_AB01 0.186939 0.190204
mcs30_r01_s50_AB02 0.186939 0.190204
mcs30_r01_s50_AB03 0.192653 0.188571
mcs30_r01_s50_AB04 0.194286 0.19102
mcs30_r01_s50_AB05 0.190204 0.185306
mcs30_r01_s50_AB06 0.191837 0.18449
mcs30_r01_s50_AB07 0.190204 0.185306
mcs30_r01_s50_AB08 0.190204 0.186939
mcs30_r01_s50_AB09 0.187755 0.193469
mcs30_r02_s10_AB00 0.377778 0.422222
mcs30_r02_s10_AB01 0.377778 0.422222
mcs30_r02_s10_AB02 0.4 0.4
mcs30_r02_s10_AB03 0.377778 0.422222
mcs30_r02_s10_AB04 0.377778 0.4
mcs30_r02_s10_AB05 0.422222 0.4
mcs30_r02_s10_AB06 0.422222 0.4
mcs30_r02_s10_AB07 0.4 0.4
mcs30_r02_s10_AB08 0.4 0.377778
mcs30_r02_s10_AB09 0.4 0.4
mcs30_r02_s15_AB00 0.390476 0.390476
mcs30_r02_s15_AB01 0.371429 0.371429
mcs30_r02_s15_AB02 0.371429 0.352381
mcs30_r02_s15_AB03 0.380952 0.352381
mcs30_r02_s15_AB04 0.361905 0.361905
mcs30_r02_s15_AB05 0.380952 0.380952
mcs30_r02_s15_AB06 0.371429 0.371429
mcs30_r02_s15_AB07 0.371429 0.390476
mcs30_r02_s15_AB08 0.352381 0.361905
mcs30_r02_s15_AB09 0.352381 0.380952
mcs30_r02_s20_AB00 0.363158 0.357895
mcs30_r02_s20_AB01 0.363158 0.357895
mcs30_r02_s20_AB02 0.368421 0.363158
mcs30_r02_s20_AB03 0.352632 0.347368
mcs30_r02_s20_AB04 0.378947 0.357895
mcs30_r02_s20_AB05 0.373684 0.342105
mcs30_r02_s20_AB06 0.352632 0.363158
mcs30_r02_s20_AB07 0.363158 0.347368
mcs30_r02_s20_AB08 0.363158 0.363158
mcs30_r02_s20_AB09 0.352632 0.347368
mcs30_r02_s25_AB00 0.356667 0.343333
mcs30_r02_s25_AB01 0.346667 0.36
mcs30_r02_s25_AB02 0.353333 0.343333
mcs30_r02_s25_AB03 0.37 0.353333
mcs30_r02_s25_AB04 0.353333 0.366667
mcs30_r02_s25_AB05 0.353333 0.36
mcs30_r02_s25_AB06 0.366667 0.35
mcs30_r02_s25_AB07 0.356667 0.35
mcs30_r02_s25_AB08 0.366667 0.35
mcs30_r02_s25_AB09 0.356667 0.36
mcs30_r02_s30_AB00 0.365517 0.36092
mcs30_r02_s30_AB01 0.351724 0.344828
mcs30_r02_s30_AB02 0.354023 0.349425
mcs30_r02_s30_AB03 0.354023 0.358621
mcs30_r02_s30_AB04 0.354023 0.351724
mcs30_r02_s30_AB05 0.349425 0.34023
mcs30_r02_s30_AB06 0.372414 0.36092
mcs30_r02_s30_AB07 0.365517 0.358621
mcs30_r02_s30_AB08 0.356322 0.354023
mcs30_r02_s30_AB09 0.349425 0.358621
mcs30_r02_s35_AB00 0.351261 0.359664
mcs30_r02_s35_AB01 0.368067 0.359664
mcs30_r02_s35_AB02 0.347899 0.359664
mcs30_r02_s35_AB03 0.356303 0.359664
mcs30_r02_s35_AB04 0.357983 0.368067
mcs30_r02_s35_AB05 0.351261 0.363025
mcs30_r02_s35_AB06 0.344538 0.351261
mcs30_r02_s35_AB07 0.363025 0.363025
mcs30_r02_s35_AB08 0.366387 0.347899
mcs30_r02_s35_AB09 0.356303 0.357983
mcs30_r02_s40_AB00 0.366667 0.351282
mcs30_r02_s40_AB01 0.358974 0.360256
mcs30_r02_s40_AB02 0.357692 0.355128
mcs30_r02_s40_AB03 0.342308 0.355128
mcs30_r02_s40_AB04 0.360256 0.357692
mcs30_r02_s40_AB05 0.357692 0.346154
mcs30_r02_s40_AB06 0.351282 0.361538
mcs30_r02_s40_AB07 0.35641 0.358974
mcs30_r02_s40_AB08 0.347436 0.355128
mcs30_r02_s40_AB09 0.366667 0.351282
mcs30_r02_s50_AB00 0.365714 0.359184
mcs30_r02_s50_AB01 0.361633 0.362449
mcs30_r02_s50_AB02 0.352653 0.36
mcs30_r02_s50_AB03 0.362449 0.364898
mcs30_r02_s50_AB04 0.355918 0.353469
mcs30_r02_s50_AB05 0.357551 0.359184
mcs30_r02_s50_AB06 0.359184 0.351837
mcs30_r02_s50_AB07 0.356735 0.347755
mcs30_r02_s50_AB08 0.357551 0.351837
mcs30_r02_s50_AB09 0.359184 0.355918
mcs50_b03_s10_AB00 0.333333 0.311111
mcs50_b03_s10_AB01 0.333333 0.333333
mcs50_b03_s10_AB02 0.311111 0.333333
mcs50_b03_s10_AB03 0.333333 0.333333
mcs50_b03_s10_AB04 0.333333 0.311111
mcs50_b03_s10_AB05 0.333333 0.333333
mcs50_b03_s10_AB06 0.333333 0.333333
mcs50_b03_s10_AB07 0.333333 0.311111
mcs50_b03_s10_AB08 0.333333 0.333333
mcs50_b03_s10_AB09 0.333333 0.311111
mcs50_b03_s15_AB00 0.209524 0.209524
mcs50_b03_s15_AB01 0.209524 0.209524
mcs50_b03_s15_AB02 0.209524 0.2
mcs50_b03_s15_AB03 0.209524 0.209524
mcs50_b03_s15_AB04 0.209524 0.209524
mcs50_b03_s15_AB05 0.209524 0.209524
mcs50_b03_s15_AB06 0.209524 0.209524
mcs50_b03_s15_AB07 0.209524 0.209524
mcs50_b03_s15_AB08 0.209524 0.209524
mcs50_b03_s15_AB09 0.209524 0.209524
mcs50_b03_s20_AB00 0.157895 0.157895
mcs50_b03_s20_AB01 0.157895 0.157895
mcs50_b03_s20_AB02 0.157895 0.152632
mcs50_b03_s20_AB03 0.157895 0.157895
mcs50_b03_s20_AB04 0.157895 0.157895
